listing_id,date
283124,2014-02-17
283124,2014-03-03
283124,2014-04-12
283124,2014-04-16
283124,2014-04-22
283124,2014-04-27
283124,2014-05-03
283124,2014-06-01
283124,2014-07-05
283124,2014-07-15
283124,2014-08-13
283124,2014-08-23
283124,2014-08-30
283124,2014-09-09
283124,2014-10-28
283124,2014-12-30
283124,2015-01-03
283124,2015-02-09
283124,2015-02-18
283124,2015-02-24
283124,2015-03-30
283124,2015-04-07
283124,2015-04-15
283124,2015-05-07
283124,2015-05-10
283124,2015-05-13
283124,2015-05-19
283124,2015-06-01
283124,2015-06-09
283124,2015-06-12
283124,2015-06-15
283124,2015-06-22
283124,2015-07-05
283124,2015-07-14
283124,2015-07-24
283124,2015-08-19
283124,2015-09-02
283124,2015-09-08
283124,2015-10-24
283124,2015-11-27
283124,2015-12-28
283124,2016-02-27
283124,2016-03-01
283124,2016-03-26
283124,2016-04-25
283124,2016-05-08
283124,2016-05-29
283124,2016-05-31
283124,2016-06-05
283124,2016-06-13
283124,2017-05-07
283124,2017-05-18
283124,2017-05-28
283124,2017-06-05
283124,2017-07-06
283124,2017-07-16
283124,2017-07-23
283124,2017-08-01
283124,2017-08-19
283124,2017-08-23
283124,2017-08-31
283124,2017-09-18
283124,2017-09-26
283124,2017-10-09
283124,2017-10-27
283124,2017-10-30
283124,2017-11-02
283124,2017-11-24
283124,2018-01-01
283124,2018-01-31
283124,2018-03-20
283124,2018-03-28
283124,2018-04-02
283124,2018-04-10
283124,2018-04-23
283124,2018-04-29
283124,2018-05-04
283124,2018-05-28
283124,2018-06-03
283124,2018-06-11
283124,2018-06-15
283124,2018-06-22
283124,2018-07-07
283124,2018-07-16
283124,2018-07-19
283124,2018-07-25
283124,2018-07-28
283124,2018-08-27
283124,2018-09-04
283124,2018-09-17
283124,2018-09-23
283124,2018-09-30
283124,2018-10-06
283124,2018-10-16
283124,2018-10-21
283124,2018-10-23
283124,2018-10-29
283124,2018-12-15
283124,2018-12-24
283124,2018-12-30
283124,2019-01-02
283124,2019-01-21
283124,2019-01-29
283124,2019-02-10
283124,2019-02-22
283124,2019-03-16
283124,2019-04-01
283124,2019-04-12
283124,2019-04-18
283124,2019-04-22
283124,2019-04-26
283124,2019-05-25
283124,2019-06-01
283124,2019-06-04
283124,2019-06-09
283124,2019-06-23
283124,2019-07-01
283124,2019-07-08
283124,2019-07-11
283124,2019-07-15
283124,2019-07-31
283124,2019-08-04
283124,2019-08-19
283124,2019-10-20
283124,2019-11-15
283124,2020-02-15
283124,2020-03-16
283124,2020-07-27
283124,2020-08-02
283124,2020-08-17
283124,2020-09-04
283124,2021-05-12
283124,2021-08-08
283124,2021-08-14
283124,2021-08-20
283124,2021-08-29
283124,2021-09-05
283124,2022-07-05
283124,2022-07-14
283124,2022-08-11
283124,2022-08-16
283124,2022-08-21
283124,2022-08-30
283124,2022-09-03
283124,2022-09-12
539905,2012-10-13
539905,2013-06-28
539905,2013-09-05
539905,2014-06-29
539905,2014-09-22
539905,2015-07-12
539905,2015-09-18
539905,2016-07-12
539905,2016-08-27
539905,2017-05-13
539905,2017-05-18
539905,2017-11-03
539905,2018-06-26
539905,2018-08-13
539905,2018-10-28
539905,2019-06-17
539905,2021-10-02
539905,2021-10-16
539905,2021-11-01
539905,2022-05-28
539905,2022-06-13
539905,2022-07-17
539905,2022-08-20
539905,2022-09-11
637789,2013-01-26
637789,2015-04-05
637789,2015-05-03
637789,2015-06-12
637789,2015-07-12
637789,2015-09-05
637789,2017-09-18
637789,2019-06-02
637789,2019-06-20
637789,2022-06-24
662841,2015-07-30
662841,2015-09-14
662841,2015-11-11
662841,2015-11-22
662841,2015-12-06
662841,2016-01-06
662841,2016-01-20
662841,2016-02-25
662841,2016-04-03
662841,2016-10-20
662841,2016-11-03
662841,2019-07-11
662841,2022-02-24
662841,2022-06-16
724597,2012-10-22
724597,2013-04-02
724597,2013-08-12
724597,2014-10-13
724597,2014-10-19
724597,2015-01-18
724597,2015-05-17
724597,2015-05-25
724597,2015-07-13
724597,2015-12-30
724597,2016-06-16
724597,2016-06-27
724597,2017-06-24
724597,2017-06-29
724597,2017-09-03
724597,2018-04-02
724597,2018-05-14
724597,2018-08-11
724597,2018-09-08
724597,2018-09-11
724597,2018-10-10
724597,2018-10-23
724597,2019-01-04
724597,2019-01-31
724597,2019-02-28
724597,2019-03-22
724597,2019-04-12
724597,2019-04-16
724597,2019-04-27
724597,2019-05-05
724597,2019-06-07
724597,2019-07-04
724597,2019-07-14
724597,2019-07-21
724597,2019-08-12
724597,2019-08-18
724597,2019-08-25
724597,2019-09-03
724597,2019-10-23
724597,2019-12-20
724597,2020-12-23
724597,2021-02-07
724597,2021-07-25
724597,2021-08-02
724597,2021-08-06
724597,2021-08-13
724597,2021-08-16
724597,2021-08-19
724597,2021-08-23
724597,2021-08-28
724597,2021-10-01
724597,2021-10-04
724597,2021-10-14
724597,2021-10-17
724597,2021-12-24
724597,2022-02-19
724597,2022-02-27
724597,2022-03-04
724597,2022-03-08
724597,2022-07-11
763422,2013-06-10
763422,2015-02-25
763422,2015-03-09
763422,2015-04-24
763422,2015-05-06
763422,2015-06-06
763422,2015-06-23
763422,2015-07-06
763422,2015-07-10
763422,2015-07-18
763422,2015-09-07
763422,2015-09-21
763422,2015-09-25
763422,2015-10-10
763422,2015-10-16
763422,2015-10-26
763422,2015-11-02
763422,2015-11-09
763422,2015-11-15
763422,2015-11-17
763422,2015-12-30
763422,2016-01-02
763422,2016-01-05
763422,2016-01-09
763422,2016-03-08
763422,2016-03-19
763422,2016-04-01
763422,2016-04-06
763422,2016-04-09
763422,2016-04-10
763422,2016-04-16
763422,2016-04-22
763422,2016-04-23
763422,2016-04-24
763422,2016-05-15
763422,2016-06-05
763422,2016-06-07
763422,2016-06-26
763422,2016-07-03
763422,2016-07-11
763422,2016-08-29
763422,2016-09-10
763422,2016-09-20
763422,2016-10-02
763422,2016-10-08
763422,2016-10-09
763422,2016-11-10
763422,2016-11-20
763422,2016-11-27
763422,2016-12-01
763422,2016-12-04
763422,2016-12-21
763422,2016-12-30
763422,2017-01-02
763422,2017-01-06
763422,2017-01-17
763422,2017-01-27
763422,2017-01-28
763422,2017-02-17
763422,2017-03-17
763422,2017-03-19
763422,2017-03-26
763422,2017-03-27
763422,2017-03-30
763422,2017-04-02
763422,2017-04-23
763422,2017-04-26
763422,2017-05-12
763422,2017-05-20
763422,2017-05-23
763422,2017-05-25
763422,2017-05-26
763422,2017-06-02
763422,2017-06-06
763422,2017-06-10
763422,2017-06-11
763422,2017-06-19
763422,2017-06-25
763422,2017-06-28
763422,2017-06-30
763422,2017-08-20
763422,2017-08-26
763422,2017-09-08
763422,2017-09-10
763422,2017-09-24
763422,2017-10-07
763422,2017-11-04
763422,2017-11-18
763422,2017-11-19
763422,2017-11-30
763422,2017-12-24
763422,2017-12-29
763422,2017-12-30
763422,2018-01-06
763422,2018-01-07
763422,2018-01-20
763422,2018-01-21
763422,2018-02-01
763422,2018-03-10
763422,2018-03-18
763422,2018-04-02
763422,2018-04-11
763422,2018-04-15
763422,2018-04-21
763422,2018-04-28
763422,2018-05-19
763422,2018-05-25
763422,2018-05-28
763422,2018-06-03
763422,2018-06-04
763422,2018-06-17
763422,2018-06-18
763422,2018-06-24
763422,2018-06-27
763422,2018-07-01
763422,2018-07-08
763422,2018-07-16
763422,2018-08-29
763422,2018-08-30
763422,2018-08-31
763422,2018-09-03
763422,2018-09-05
763422,2018-09-09
763422,2018-09-12
763422,2018-09-13
763422,2018-09-16
763422,2018-09-17
763422,2018-09-27
763422,2018-09-30
763422,2018-10-04
763422,2018-11-11
763422,2018-11-17
763422,2018-11-19
763422,2018-11-25
763422,2018-11-30
763422,2018-12-08
763422,2018-12-15
763422,2018-12-21
763422,2018-12-31
763422,2019-01-05
763422,2019-01-13
763422,2019-01-21
763422,2019-01-24
763422,2019-01-26
763422,2019-02-08
763422,2019-02-09
763422,2019-02-24
763422,2019-03-01
763422,2019-03-14
763422,2019-03-16
763422,2019-03-24
763422,2019-03-31
763422,2019-04-06
763422,2019-04-13
763422,2019-05-06
763422,2019-05-09
763422,2019-05-12
763422,2019-05-19
763422,2019-05-27
763422,2019-05-31
763422,2019-06-01
763422,2019-06-06
763422,2019-06-07
763422,2019-06-08
763422,2019-06-09
763422,2019-06-11
763422,2019-06-17
763422,2019-06-20
763422,2019-06-21
763422,2019-06-23
763422,2019-06-24
763422,2019-07-07
763422,2019-07-15
763422,2019-07-19
763422,2019-08-16
763422,2019-08-20
763422,2019-09-02
763422,2019-09-23
763422,2019-09-26
763422,2019-09-29
763422,2019-10-12
763422,2019-11-09
763422,2019-11-11
763422,2019-11-17
763422,2019-11-22
763422,2019-11-24
763422,2019-11-29
763422,2019-11-30
763422,2019-12-06
763422,2019-12-20
763422,2019-12-22
763422,2019-12-23
763422,2019-12-26
763422,2019-12-28
763422,2020-01-01
763422,2020-01-03
763422,2020-01-19
763422,2020-01-24
763422,2020-01-31
763422,2020-02-06
763422,2020-02-09
763422,2020-02-21
763422,2020-03-07
763422,2020-03-08
763422,2020-03-13
763422,2020-03-15
763422,2020-05-23
763422,2020-07-09
763422,2020-07-15
763422,2020-07-19
763422,2020-07-24
763422,2020-07-25
763422,2020-08-17
763422,2020-08-20
763422,2020-08-21
763422,2020-09-06
763422,2020-09-17
763422,2020-09-20
763422,2021-01-17
763422,2021-02-03
763422,2021-02-21
763422,2021-03-14
763422,2021-03-16
763422,2021-03-21
763422,2021-04-03
763422,2021-04-07
763422,2021-04-18
763422,2021-05-02
763422,2021-05-08
763422,2021-05-13
763422,2021-05-14
763422,2021-05-15
763422,2021-05-16
763422,2021-05-22
763422,2021-05-26
763422,2021-05-30
763422,2021-05-31
763422,2021-06-06
763422,2021-06-08
763422,2021-06-14
763422,2021-06-16
763422,2021-06-19
763422,2021-06-20
763422,2021-06-24
763422,2021-06-26
763422,2021-06-28
763422,2021-07-01
763422,2021-07-02
763422,2021-07-03
763422,2021-07-09
763422,2021-07-10
763422,2021-07-11
763422,2021-07-12
763422,2021-07-14
763422,2021-08-19
763422,2021-08-21
763422,2021-08-22
763422,2021-08-23
763422,2021-08-24
763422,2021-08-26
763422,2021-08-27
763422,2021-09-23
763422,2021-09-29
763422,2021-10-03
763422,2021-10-10
763422,2021-10-14
763422,2021-10-17
763422,2021-10-28
763422,2021-10-31
763422,2021-11-01
763422,2021-11-05
763422,2021-11-07
763422,2021-11-12
763422,2021-11-13
763422,2021-11-17
763422,2021-11-20
763422,2021-11-21
763422,2021-11-26
763422,2021-12-05
763422,2022-01-01
763422,2022-01-03
763422,2022-01-22
763422,2022-01-30
763422,2022-02-13
763422,2022-02-20
763422,2022-03-11
763422,2022-03-14
763422,2022-03-20
763422,2022-03-22
763422,2022-03-23
763422,2022-03-30
763422,2022-04-03
763422,2022-04-07
763422,2022-04-10
763422,2022-04-16
763422,2022-04-17
763422,2022-04-21
763422,2022-04-25
763422,2022-05-25
763422,2022-05-30
763422,2022-05-31
763422,2022-06-02
763422,2022-06-10
763422,2022-06-26
763422,2022-06-29
763422,2022-07-01
763422,2022-07-17
763422,2022-07-20
763422,2022-07-21
763422,2022-08-27
763422,2022-09-05
768700,2013-01-28
768700,2013-04-02
768700,2013-04-15
768700,2013-07-29
768700,2013-08-12
768700,2013-10-01
768700,2014-02-08
768700,2014-06-15
768700,2014-07-07
768700,2014-08-08
768700,2015-07-31
768700,2016-01-02
768700,2016-01-09
768700,2016-02-07
768700,2016-08-26
768700,2016-08-30
768700,2016-12-29
768700,2017-04-16
768700,2017-05-15
768700,2017-05-19
768700,2017-05-27
768700,2017-09-19
768700,2017-12-20
768700,2018-01-02
768700,2018-05-14
768700,2018-06-07
768700,2018-07-17
768700,2018-09-17
768700,2018-10-01
768700,2018-10-08
768700,2018-11-05
768700,2018-11-23
768700,2018-12-10
768700,2018-12-30
768700,2019-01-02
768700,2019-02-02
768700,2019-02-22
768700,2019-02-26
768700,2019-04-05
768700,2019-05-13
768700,2019-05-17
768700,2019-05-23
768700,2019-05-30
768700,2019-06-02
768700,2019-06-13
768700,2019-07-11
768700,2019-07-15
768700,2019-07-30
768700,2019-08-10
768700,2019-08-20
768700,2019-09-09
768700,2019-10-23
768700,2019-10-23
768700,2019-12-20
768700,2020-01-03
768700,2021-04-30
768700,2021-05-15
768700,2021-06-01
768700,2021-06-06
768700,2021-08-07
768700,2021-08-11
768700,2021-08-31
768700,2021-09-06
768700,2021-09-10
768700,2021-09-13
768700,2021-09-27
768700,2021-10-18
768700,2021-10-23
768700,2021-10-26
768700,2021-10-29
768700,2021-11-02
768700,2021-11-09
768700,2021-11-15
768700,2021-11-21
768700,2021-11-28
768700,2021-12-11
768700,2021-12-26
768700,2022-03-06
768700,2022-03-09
768700,2022-03-14
768700,2022-03-23
768700,2022-04-08
768700,2022-04-12
778475,2013-01-21
778475,2013-07-16
778475,2013-08-09
778475,2014-06-09
778475,2014-06-23
778475,2014-08-03
778475,2014-08-04
778475,2014-08-07
778475,2014-09-27
778475,2014-10-02
778475,2014-10-03
778475,2014-11-17
778475,2014-11-24
778475,2014-12-15
778475,2014-12-19
778475,2014-12-24
778475,2015-01-26
778475,2015-02-16
778475,2015-03-23
778475,2015-07-27
778475,2015-08-07
778475,2015-08-25
778475,2015-08-31
778475,2015-10-06
778475,2015-11-10
778475,2015-11-16
778475,2015-12-14
778475,2015-12-21
778475,2016-01-17
778475,2016-04-24
778475,2016-05-25
778475,2016-06-11
778475,2016-06-25
778475,2016-07-03
778475,2016-07-09
778475,2016-08-31
778475,2016-10-30
778475,2016-10-31
778475,2016-11-01
778475,2016-11-10
778475,2016-12-16
778475,2016-12-27
778475,2016-12-30
778475,2017-01-21
778475,2017-01-29
778475,2017-02-12
778475,2017-03-26
778475,2017-04-07
778475,2017-04-10
778475,2017-04-18
778475,2017-05-21
778475,2017-05-25
778475,2017-06-11
778475,2017-07-16
778475,2017-08-06
778475,2017-08-24
778475,2017-10-15
778475,2017-11-01
778475,2017-11-26
778475,2017-12-01
778475,2017-12-03
778475,2017-12-16
778475,2017-12-24
778475,2017-12-28
778475,2018-01-01
778475,2018-01-29
778475,2018-02-17
778475,2018-03-04
778475,2018-03-25
778475,2018-04-10
778475,2018-05-25
778475,2018-05-27
778475,2018-06-26
778475,2018-08-05
778475,2018-08-13
778475,2018-08-19
778475,2018-08-26
778475,2018-10-16
778475,2018-11-25
778475,2019-02-01
778475,2019-03-10
778475,2019-03-18
778475,2019-03-24
778475,2019-04-14
778475,2019-04-28
778475,2019-04-29
778475,2019-05-02
778475,2019-05-03
778475,2019-07-21
778475,2019-07-25
778475,2019-08-11
778475,2019-08-25
778475,2019-09-24
778475,2019-10-09
778475,2019-10-13
778475,2019-11-03
778475,2019-11-24
778475,2019-12-08
778475,2020-06-14
778475,2020-09-27
778475,2021-03-07
778475,2021-03-19
778475,2021-04-02
778475,2021-04-18
778475,2021-05-02
778475,2021-05-09
778475,2021-06-25
778475,2021-07-02
778475,2021-08-19
778475,2021-09-03
778475,2021-09-08
778475,2021-09-14
778475,2021-09-17
778475,2021-10-03
778475,2021-10-05
778475,2021-10-08
778475,2021-10-17
778475,2021-10-30
778475,2021-11-05
778475,2021-11-07
778475,2021-11-14
778475,2021-11-22
778475,2021-11-28
778475,2021-12-05
778475,2021-12-30
778475,2022-01-04
778475,2022-01-30
778475,2022-02-20
778475,2022-02-27
778475,2022-02-28
778475,2022-03-04
778475,2022-03-06
778475,2022-04-08
778475,2022-04-12
778475,2022-04-14
778475,2022-04-15
778475,2022-04-17
778475,2022-04-18
778475,2022-04-22
778475,2022-04-25
778475,2022-04-28
778475,2022-04-29
778475,2022-05-01
778475,2022-05-02
778475,2022-05-08
778475,2022-05-09
778475,2022-05-16
778475,2022-05-19
778475,2022-06-04
778475,2022-06-06
778475,2022-06-26
778475,2022-06-27
778475,2022-07-12
778475,2022-07-15
778475,2022-07-17
778475,2022-07-21
778475,2022-07-29
778475,2022-07-31
778475,2022-08-08
778475,2022-08-12
878959,2013-03-18
878959,2014-01-27
878959,2014-05-22
878959,2014-05-31
878959,2014-07-14
878959,2015-01-03
878959,2015-04-08
878959,2016-05-13
878959,2017-07-12
878959,2017-09-15
878959,2018-01-01
878959,2018-05-10
878959,2021-08-11
878959,2021-09-03
878959,2022-04-24
878959,2022-07-04
880045,2013-02-10
880045,2013-05-15
880045,2014-07-07
880045,2014-07-27
880045,2015-04-13
880045,2015-05-30
880045,2016-05-29
880045,2016-06-24
880045,2016-08-21
880045,2016-10-24
880045,2017-04-21
880045,2017-04-24
880045,2017-06-08
880045,2017-06-11
880045,2017-06-18
880045,2017-07-01
880045,2017-07-19
880045,2017-07-28
880045,2017-08-21
880045,2017-09-24
880045,2017-10-02
880045,2017-11-05
880045,2018-04-16
880045,2018-05-09
880045,2018-07-08
880045,2018-07-23
880045,2018-07-26
880045,2018-08-15
880045,2018-09-04
880045,2018-09-17
880045,2018-10-04
880045,2018-10-07
880045,2018-10-21
880045,2018-10-28
880045,2018-11-04
880045,2018-11-25
880045,2018-12-27
880045,2019-03-03
880045,2019-03-31
880045,2019-04-18
880045,2019-04-22
880045,2019-05-10
880045,2019-06-02
880045,2019-06-22
880045,2019-06-25
880045,2019-07-02
880045,2019-07-08
880045,2019-07-11
880045,2019-07-31
880045,2019-08-10
880045,2019-08-16
880045,2019-10-05
880045,2019-10-09
880045,2019-10-12
880045,2019-10-21
880045,2019-10-24
880045,2019-11-18
880045,2019-12-20
880045,2019-12-24
880045,2020-03-07
880045,2020-06-22
880045,2020-07-24
880045,2020-08-03
880045,2020-08-07
880045,2020-08-16
880045,2020-08-21
880045,2020-08-24
880045,2021-03-07
880045,2021-03-28
880045,2021-04-05
880045,2021-05-09
880045,2021-05-15
880045,2021-06-06
880045,2021-06-13
880045,2021-07-04
880045,2021-07-23
880045,2021-07-25
880045,2021-08-05
880045,2021-08-15
880045,2021-09-05
880045,2021-09-17
880045,2021-09-19
880045,2021-10-03
880045,2021-10-10
880045,2021-10-12
880045,2021-10-17
880045,2021-10-24
880045,2021-10-31
880045,2021-11-02
880045,2021-11-04
880045,2021-11-14
880045,2021-12-06
880045,2021-12-20
880045,2021-12-24
880045,2022-01-03
880045,2022-01-05
880045,2022-03-20
880045,2022-04-12
880045,2022-04-16
880045,2022-04-22
880045,2022-05-07
880045,2022-05-15
880045,2022-05-20
880045,2022-05-22
880045,2022-05-29
880045,2022-06-20
880045,2022-06-26
880045,2022-07-07
880045,2022-07-11
880045,2022-07-14
880045,2022-07-28
880045,2022-07-30
880045,2022-08-03
880045,2022-08-07
880045,2022-08-19
880045,2022-08-24
880045,2022-09-01
880045,2022-09-05
880045,2022-09-14
897530,2014-08-11
897530,2016-05-08
897530,2016-05-14
897530,2017-10-29
897530,2018-04-29
897530,2019-04-20
897530,2019-04-22
897530,2019-05-03
897530,2019-06-16
897530,2019-08-19
897530,2021-11-02
897530,2022-06-16
1193092,2013-06-12
1193092,2014-10-01
1193092,2015-05-30
1193092,2015-09-01
1193092,2016-01-31
1193092,2016-07-16
1193092,2016-08-24
1193092,2016-08-31
1193092,2017-05-31
1193092,2018-02-06
1193092,2019-07-01
1193092,2019-10-31
1193092,2020-01-31
1193092,2021-10-02
1403364,2013-11-05
1403364,2013-11-18
1403364,2013-12-08
1403364,2014-01-13
1403364,2014-01-20
1403364,2014-01-27
1403364,2014-01-29
1403364,2014-02-08
1403364,2014-02-10
1403364,2014-02-20
1403364,2014-03-09
1403364,2014-03-10
1403364,2014-03-19
1403364,2014-03-30
1403364,2014-04-09
1403364,2014-04-11
1403364,2014-04-13
1403364,2014-04-27
1403364,2014-04-28
1403364,2014-05-17
1403364,2014-05-20
1403364,2014-05-26
1403364,2014-06-07
1403364,2014-06-12
1403364,2014-06-14
1403364,2014-06-16
1403364,2014-06-18
1403364,2014-06-20
1403364,2014-06-22
1403364,2014-07-11
1403364,2014-07-22
1403364,2014-08-11
1403364,2014-08-14
1403364,2014-08-22
1403364,2014-08-24
1403364,2014-08-28
1403364,2014-09-02
1403364,2014-09-07
1403364,2014-09-29
1403364,2014-10-07
1403364,2014-10-11
1403364,2014-10-14
1403364,2014-10-20
1403364,2014-11-01
1403364,2014-11-04
1403364,2014-11-07
1403364,2014-11-08
1403364,2014-11-12
1403364,2014-11-16
1403364,2014-11-19
1403364,2014-11-21
1403364,2014-11-23
1403364,2014-12-07
1403364,2014-12-17
1403364,2014-12-20
1403364,2014-12-29
1403364,2015-01-07
1403364,2015-01-30
1403364,2015-02-03
1403364,2015-02-15
1403364,2015-02-20
1403364,2015-02-22
1403364,2015-02-23
1403364,2015-02-27
1403364,2015-03-02
1403364,2015-03-04
1403364,2015-03-05
1403364,2015-03-16
1403364,2015-03-25
1403364,2015-03-29
1403364,2015-04-03
1403364,2015-04-04
1403364,2015-04-05
1403364,2015-04-08
1403364,2015-04-13
1403364,2015-04-18
1403364,2015-04-20
1403364,2015-04-22
1403364,2015-04-25
1403364,2015-04-27
1403364,2015-04-30
1403364,2015-05-03
1403364,2015-05-04
1403364,2015-05-06
1403364,2015-05-11
1403364,2015-05-17
1403364,2015-06-05
1403364,2015-06-13
1403364,2015-06-15
1403364,2015-06-19
1403364,2015-06-30
1403364,2015-07-15
1403364,2015-07-18
1403364,2015-07-19
1403364,2015-08-12
1403364,2015-08-19
1403364,2015-08-23
1403364,2015-08-25
1403364,2015-09-02
1403364,2015-09-10
1403364,2015-09-11
1403364,2015-09-14
1403364,2015-09-24
1403364,2015-10-01
1403364,2015-10-05
1403364,2015-10-06
1403364,2015-10-08
1403364,2015-10-14
1403364,2015-10-26
1403364,2015-10-28
1403364,2015-11-07
1403364,2015-11-09
1403364,2015-11-13
1403364,2015-11-15
1403364,2015-12-06
1403364,2015-12-13
1403364,2015-12-15
1403364,2015-12-18
1403364,2015-12-19
1403364,2016-01-02
1403364,2016-01-05
1403364,2016-01-05
1403364,2016-01-19
1403364,2016-01-31
1403364,2016-02-05
1403364,2016-02-09
1403364,2016-02-11
1403364,2016-02-13
1403364,2016-02-22
1403364,2016-02-24
1403364,2016-02-26
1403364,2016-03-05
1403364,2016-03-08
1403364,2016-03-15
1403364,2016-03-16
1403364,2016-03-18
1403364,2016-03-22
1403364,2016-03-24
1403364,2016-03-30
1403364,2016-04-01
1403364,2016-04-04
1403364,2016-04-10
1403364,2016-04-14
1403364,2016-04-15
1403364,2016-04-17
1403364,2016-04-20
1403364,2016-04-21
1403364,2016-04-28
1403364,2016-04-29
1403364,2016-05-01
1403364,2016-05-02
1403364,2016-05-05
1403364,2016-05-08
1403364,2016-05-13
1403364,2016-05-14
1403364,2016-05-29
1403364,2016-06-04
1403364,2016-06-06
1403364,2016-06-08
1403364,2016-06-18
1403364,2016-06-20
1403364,2016-06-21
1403364,2016-06-30
1403364,2016-07-04
1403364,2016-07-05
1403364,2016-07-14
1403364,2016-07-15
1403364,2016-07-17
1403364,2016-07-19
1403364,2016-07-25
1403364,2016-07-27
1403364,2016-07-27
1403364,2016-08-12
1403364,2016-08-14
1403364,2016-08-18
1403364,2016-08-19
1403364,2016-08-21
1403364,2016-08-23
1403364,2016-08-29
1403364,2016-09-12
1403364,2016-09-13
1403364,2016-09-15
1403364,2016-09-21
1403364,2016-10-05
1403364,2016-10-08
1403364,2016-10-11
1403364,2016-10-14
1403364,2016-10-15
1403364,2016-10-18
1403364,2016-10-26
1403364,2016-10-27
1403364,2016-11-03
1403364,2016-11-05
1403364,2016-11-13
1403364,2016-11-13
1403364,2016-11-13
1403364,2016-11-20
1403364,2016-11-24
1403364,2016-11-25
1403364,2016-11-28
1403364,2016-12-12
1403364,2016-12-19
1403364,2016-12-20
1403364,2016-12-24
1403364,2017-01-08
1403364,2017-01-11
1403364,2017-01-23
1403364,2017-01-26
1403364,2017-02-05
1403364,2017-02-17
1403364,2017-02-25
1403364,2017-03-05
1403364,2017-03-12
1403364,2017-03-19
1403364,2017-03-24
1403364,2017-03-27
1403364,2017-04-02
1403364,2017-04-08
1403364,2017-04-09
1403364,2017-04-12
1403364,2017-04-15
1403364,2017-04-16
1403364,2017-04-19
1403364,2017-04-26
1403364,2017-05-02
1403364,2017-05-19
1403364,2017-05-21
1403364,2017-05-23
1403364,2017-05-26
1403364,2017-05-29
1403364,2017-05-30
1403364,2017-06-01
1403364,2017-06-05
